"Region","School District","Year","Gender","Total"
78,"Fraser - Cascade",2008,"T",16899
79,"Cowichan Valley",2008,"T",68582
81,"Fort Nelson",2008,"T",5910
82,"Coast Mountains",2008,"T",35446
83,"Okanagan - Shuswap",2008,"T",53528
84,"Vancouver Island West",2008,"T",2479
85,"Vancouver Island North",2008,"T",11826
87,"Stikine",2008,"T",2088
91,"Nechako Lakes",2008,"T",23225
92,"Nisga'a",2008,"T",1928
5,"Southeast Kootenay",2009,"T",40048
6,"Rocky Mountain",2009,"T",25022
8,"Kootenay Lake",2009,"T",40733
10,"Arrow Lakes",2009,"T",4611
19,"Revelstoke",2009,"T",7746
20,"Kootenay-Columbia",2009,"T",32710
22,"Vernon",2009,"T",65179
23,"Central Okanagan",2009,"T",181861
27,"Cariboo - Chilcotin",2009,"T",40274
28,"Quesnel",2009,"T",23443
33,"Chilliwack",2009,"T",84814
34,"Abbotsford",2009,"T",135126
35,"Langley",2009,"T",129682
36,"Surrey",2009,"T",471677
37,"Delta",2009,"T",102102
38,"Richmond",2009,"T",192535
39,"Vancouver",2009,"T",624301
40,"New Westminster",2009,"T",64930
41,"Burnaby",2009,"T",222835
42,"Maple Ridge-Pitt Meadows",2009,"T",93658
43,"Coquitlam",2009,"T",216903
44,"North Vancouver",2009,"T",134421
45,"West Vancouver",2009,"T",50732
46,"Sunshine Coast",2009,"T",28528
47,"Powell River",2009,"T",19453
48,"Sea to Sky",2009,"T",33846
49,"Central Coast",2009,"T",3320
50,"Haida Qwaii/Queen Charlotte",2009,"T",4506
51,"Boundary",2009,"T",12360
52,"Prince Rupert",2009,"T",14581
53,"Okanagan Similkameen",2009,"T",24495
54,"Bulkley Valley",2009,"T",15337
57,"Prince George",2009,"T",93388
58,"Nicola - Similkameen",2009,"T",15895
59,"Peace River South",2009,"T",26139
60,"Peace River North",2009,"T",34265
61,"Greater Victoria",2009,"T",219341
62,"Sooke",2009,"T",66561
63,"Saanich",2009,"T",62518
64,"Gulf Islands",2009,"T",15025
67,"Okanagan Skaha",2009,"T",53660
68,"Nanaimo-Ladysmith",2009,"T",112976
69,"Qualicum",2009,"T",45064
70,"Alberni",2009,"T",31313
71,"Comox Valley",2009,"T",63551
72,"Campbell River",2009,"T",41192
73,"Kamloops/Thompson",2009,"T",111882
74,"Gold Trail",2009,"T",11529
75,"Mission",2009,"T",41592
78,"Fraser - Cascade",2009,"T",17021
79,"Cowichan Valley",2009,"T",69045
81,"Fort Nelson",2009,"T",5799
82,"Coast Mountains",2009,"T",35323
83,"Okanagan - Shuswap",2009,"T",54028
84,"Vancouver Island West",2009,"T",2445
85,"Vancouver Island North",2009,"T",11844
87,"Stikine",2009,"T",2031
91,"Nechako Lakes",2009,"T",23366
92,"Nisga'a",2009,"T",1944
5,"Southeast Kootenay",2010,"T",40050
6,"Rocky Mountain",2010,"T",24489
8,"Kootenay Lake",2010,"T",40819
10,"Arrow Lakes",2010,"T",4610
19,"Revelstoke",2010,"T",7684
20,"Kootenay-Columbia",2010,"T",32681
22,"Vernon",2010,"T",64825
23,"Central Okanagan",2010,"T",181891
27,"Cariboo - Chilcotin",2010,"T",39928
28,"Quesnel",2010,"T",23577
33,"Chilliwack",2010,"T",86708
34,"Abbotsford",2010,"T",137045
35,"Langley",2010,"T",131504
36,"Surrey",2010,"T",489366
37,"Delta",2010,"T",102548
38,"Richmond",2010,"T",195729
39,"Vancouver",2010,"T",631789
40,"New Westminster",2010,"T",66722
41,"Burnaby",2010,"T",227091
42,"Maple Ridge-Pitt Meadows",2010,"T",95329
43,"Coquitlam",2010,"T",222517
44,"North Vancouver",2010,"T",137116
45,"West Vancouver",2010,"T",51418
46,"Sunshine Coast",2010,"T",28590
47,"Powell River",2010,"T",19555
48,"Sea to Sky",2010,"T",34618
49,"Central Coast",2010,"T",3326
50,"Haida Qwaii/Queen Charlotte",2010,"T",4395
51,"Boundary",2010,"T",12101
52,"Prince Rupert",2010,"T",14639
53,"Okanagan Similkameen",2010,"T",23937
54,"Bulkley Valley",2010,"T",15660
57,"Prince George",2010,"T",93514
58,"Nicola - Similkameen",2010,"T",15964
59,"Peace River South",2010,"T",26349
60,"Peace River North",2010,"T",34443
61,"Greater Victoria",2010,"T",219451
62,"Sooke",2010,"T",69369
63,"Saanich",2010,"T",62653
64,"Gulf Islands",2010,"T",15042
67,"Okanagan Skaha",2010,"T",53231
68,"Nanaimo-Ladysmith",2010,"T",113927
69,"Qualicum",2010,"T",45366
70,"Alberni",2010,"T",31303
71,"Comox Valley",2010,"T",63875
72,"Campbell River",2010,"T",41236
73,"Kamloops/Thompson",2010,"T",111445
74,"Gold Trail",2010,"T",11352
75,"Mission",2010,"T",41773
78,"Fraser - Cascade",2010,"T",17055
79,"Cowichan Valley",2010,"T",69679
81,"Fort Nelson",2010,"T",5930
82,"Coast Mountains",2010,"T",35074
83,"Okanagan - Shuswap",2010,"T",53705
84,"Vancouver Island West",2010,"T",2382
85,"Vancouver Island North",2010,"T",11776
87,"Stikine",2010,"T",1977
91,"Nechako Lakes",2010,"T",23479
92,"Nisga'a",2010,"T",1939
5,"Southeast Kootenay",2011,"T",40411
6,"Rocky Mountain",2011,"T",24222
8,"Kootenay Lake",2011,"T",41270
10,"Arrow Lakes",2011,"T",4503
19,"Revelstoke",2011,"T",7830
20,"Kootenay-Columbia",2011,"T",33139
22,"Vernon",2011,"T",65216
23,"Central Okanagan",2011,"T",183432
27,"Cariboo - Chilcotin",2011,"T",39975
28,"Quesnel",2011,"T",23820
33,"Chilliwack",2011,"T",88557
34,"Abbotsford",2011,"T",137303
35,"Langley",2011,"T",132691
36,"Surrey",2011,"T",501885
37,"Delta",2011,"T",102839
38,"Richmond",2011,"T",196130
39,"Vancouver",2011,"T",634999
40,"New Westminster",2011,"T",67590
41,"Burnaby",2011,"T",229379
42,"Maple Ridge-Pitt Meadows",2011,"T",96253
43,"Coquitlam",2011,"T",224759
44,"North Vancouver",2011,"T",137680
45,"West Vancouver",2011,"T",50407
46,"Sunshine Coast",2011,"T",28937
47,"Powell River",2011,"T",19726
48,"Sea to Sky",2011,"T",35424
49,"Central Coast",2011,"T",3297
50,"Haida Qwaii/Queen Charlotte",2011,"T",4528
51,"Boundary",2011,"T",11997
52,"Prince Rupert",2011,"T",14653
53,"Okanagan Similkameen",2011,"T",23653
54,"Bulkley Valley",2011,"T",16062
57,"Prince George",2011,"T",93931
58,"Nicola - Similkameen",2011,"T",15638
59,"Peace River South",2011,"T",27056
60,"Peace River North",2011,"T",34772
61,"Greater Victoria",2011,"T",219208
62,"Sooke",2011,"T",70611
63,"Saanich",2011,"T",62987
64,"Gulf Islands",2011,"T",15069
67,"Okanagan Skaha",2011,"T",53576
68,"Nanaimo-Ladysmith",2011,"T",115530
69,"Qualicum",2011,"T",45471
70,"Alberni",2011,"T",31602
71,"Comox Valley",2011,"T",64459
72,"Campbell River",2011,"T",41707
73,"Kamloops/Thompson",2011,"T",112636
74,"Gold Trail",2011,"T",11024
75,"Mission",2011,"T",41110
78,"Fraser - Cascade",2011,"T",17120
79,"Cowichan Valley",2011,"T",69799
81,"Fort Nelson",2011,"T",6027
82,"Coast Mountains",2011,"T",34876
83,"Okanagan - Shuswap",2011,"T",53640
84,"Vancouver Island West",2011,"T",2244
85,"Vancouver Island North",2011,"T",11730
87,"Stikine",2011,"T",1977
91,"Nechako Lakes",2011,"T",23846
92,"Nisga'a",2011,"T",1891
5,"Southeast Kootenay",2012,"T",40651
6,"Rocky Mountain",2012,"T",24359
8,"Kootenay Lake",2012,"T",41234
10,"Arrow Lakes",2012,"T",4498
19,"Revelstoke",2012,"T",7795
20,"Kootenay-Columbia",2012,"T",33207
22,"Vernon",2012,"T",64915
23,"Central Okanagan",2012,"T",186157
27,"Cariboo - Chilcotin",2012,"T",39622
28,"Quesnel",2012,"T",23829
33,"Chilliwack",2012,"T",90326
34,"Abbotsford",2012,"T",139733
35,"Langley",2012,"T",135529
36,"Surrey",2012,"T",513156
37,"Delta",2012,"T",104322
38,"Richmond",2012,"T",197274
39,"Vancouver",2012,"T",646782
40,"New Westminster",2012,"T",68896
41,"Burnaby",2012,"T",233968
42,"Maple Ridge-Pitt Meadows",2012,"T",97680
43,"Coquitlam",2012,"T",229503
44,"North Vancouver",2012,"T",140496
45,"West Vancouver",2012,"T",51407
46,"Sunshine Coast",2012,"T",29344
47,"Powell River",2012,"T",19906
48,"Sea to Sky",2012,"T",36523
49,"Central Coast",2012,"T",3320
50,"Haida Qwaii/Queen Charlotte",2012,"T",4466
51,"Boundary",2012,"T",12106
52,"Prince Rupert",2012,"T",14680
53,"Okanagan Similkameen",2012,"T",23809
54,"Bulkley Valley",2012,"T",15942
57,"Prince George",2012,"T",95145
58,"Nicola - Similkameen",2012,"T",15674
59,"Peace River South",2012,"T",27647
60,"Peace River North",2012,"T",35828
61,"Greater Victoria",2012,"T",222150
62,"Sooke",2012,"T",72089
63,"Saanich",2012,"T",63876
64,"Gulf Islands",2012,"T",15042
67,"Okanagan Skaha",2012,"T",54158
68,"Nanaimo-Ladysmith",2012,"T",116291
69,"Qualicum",2012,"T",45976
70,"Alberni",2012,"T",31429
71,"Comox Valley",2012,"T",65173
72,"Campbell River",2012,"T",41699
73,"Kamloops/Thompson",2012,"T",113055
74,"Gold Trail",2012,"T",11069
75,"Mission",2012,"T",41763
78,"Fraser - Cascade",2012,"T",17266
79,"Cowichan Valley",2012,"T",70113
81,"Fort Nelson",2012,"T",5930
82,"Coast Mountains",2012,"T",34797
83,"Okanagan - Shuswap",2012,"T",53681
84,"Vancouver Island West",2012,"T",2211
85,"Vancouver Island North",2012,"T",11671
87,"Stikine",2012,"T",2019
91,"Nechako Lakes",2012,"T",23689
92,"Nisga'a",2012,"T",1893
5,"Southeast Kootenay",2013,"T",41116
6,"Rocky Mountain",2013,"T",24991
8,"Kootenay Lake",2013,"T",41403
10,"Arrow Lakes",2013,"T",4516
19,"Revelstoke",2013,"T",8037
20,"Kootenay-Columbia",2013,"T",33237
22,"Vernon",2013,"T",65201
23,"Central Okanagan",2013,"T",188234
27,"Cariboo - Chilcotin",2013,"T",39519
28,"Quesnel",2013,"T",23994
33,"Chilliwack",2013,"T",93049
34,"Abbotsford",2013,"T",141639
35,"Langley",2013,"T",138582
36,"Surrey",2013,"T",523860
37,"Delta",2013,"T",105346
38,"Richmond",2013,"T",198660
39,"Vancouver",2013,"T",655838
40,"New Westminster",2013,"T",69751
41,"Burnaby",2013,"T",236600
42,"Maple Ridge-Pitt Meadows",2013,"T",98241
43,"Coquitlam",2013,"T",234408
44,"North Vancouver",2013,"T",142314
45,"West Vancouver",2013,"T",51652
46,"Sunshine Coast",2013,"T",29900
47,"Powell River",2013,"T",20038
48,"Sea to Sky",2013,"T",37105
49,"Central Coast",2013,"T",3329
50,"Haida Qwaii/Queen Charlotte",2013,"T",4436
51,"Boundary",2013,"T",12069
52,"Prince Rupert",2013,"T",14694
53,"Okanagan Similkameen",2013,"T",24111
54,"Bulkley Valley",2013,"T",15967
57,"Prince George",2013,"T",97074
58,"Nicola - Similkameen",2013,"T",15754
59,"Peace River South",2013,"T",28399
60,"Peace River North",2013,"T",37218
61,"Greater Victoria",2013,"T",225077
62,"Sooke",2013,"T",73454
63,"Saanich",2013,"T",64857
64,"Gulf Islands",2013,"T",14988
67,"Okanagan Skaha",2013,"T",54554
68,"Nanaimo-Ladysmith",2013,"T",118120
69,"Qualicum",2013,"T",46486
70,"Alberni",2013,"T",31458
71,"Comox Valley",2013,"T",65980
72,"Campbell River",2013,"T",42387
73,"Kamloops/Thompson",2013,"T",114174
74,"Gold Trail",2013,"T",11022
75,"Mission",2013,"T",42022
78,"Fraser - Cascade",2013,"T",17523
79,"Cowichan Valley",2013,"T",70942
81,"Fort Nelson",2013,"T",5843
82,"Coast Mountains",2013,"T",35314
83,"Okanagan - Shuswap",2013,"T",53976
84,"Vancouver Island West",2013,"T",2204
85,"Vancouver Island North",2013,"T",11741
87,"Stikine",2013,"T",2049
91,"Nechako Lakes",2013,"T",23737
92,"Nisga'a",2013,"T",1887
5,"Southeast Kootenay",2014,"T",41896
6,"Rocky Mountain",2014,"T",25631
8,"Kootenay Lake",2014,"T",42230
10,"Arrow Lakes",2014,"T",4584
19,"Revelstoke",2014,"T",8254
20,"Kootenay-Columbia",2014,"T",33771
22,"Vernon",2014,"T",66728
23,"Central Okanagan",2014,"T",192805
27,"Cariboo - Chilcotin",2014,"T",39845
28,"Quesnel",2014,"T",24042
33,"Chilliwack",2014,"T",94277
34,"Abbotsford",2014,"T",143313
35,"Langley",2014,"T",141959
36,"Surrey",2014,"T",533716
37,"Delta",2014,"T",106688
38,"Richmond",2014,"T",202306
39,"Vancouver",2014,"T",665388
40,"New Westminster",2014,"T",71069
41,"Burnaby",2014,"T",239000
42,"Maple Ridge-Pitt Meadows",2014,"T",99988
43,"Coquitlam",2014,"T",238742
44,"North Vancouver",2014,"T",144638
45,"West Vancouver",2014,"T",52310
46,"Sunshine Coast",2014,"T",30547
47,"Powell River",2014,"T",20262
48,"Sea to Sky",2014,"T",37993
49,"Central Coast",2014,"T",3368
50,"Haida Qwaii/Queen Charlotte",2014,"T",4434
51,"Boundary",2014,"T",12192
52,"Prince Rupert",2014,"T",14677
53,"Okanagan Similkameen",2014,"T",24546
54,"Bulkley Valley",2014,"T",16141
57,"Prince George",2014,"T",98349
58,"Nicola - Similkameen",2014,"T",16000
59,"Peace River South",2014,"T",28939
60,"Peace River North",2014,"T",38223
61,"Greater Victoria",2014,"T",228976
62,"Sooke",2014,"T",75214
63,"Saanich",2014,"T",65853
64,"Gulf Islands",2014,"T",15075
67,"Okanagan Skaha",2014,"T",55028
68,"Nanaimo-Ladysmith",2014,"T",120587
69,"Qualicum",2014,"T",47252
70,"Alberni",2014,"T",31962
71,"Comox Valley",2014,"T",66915
72,"Campbell River",2014,"T",43044
73,"Kamloops/Thompson",2014,"T",116119
74,"Gold Trail",2014,"T",11024
75,"Mission",2014,"T",42522
78,"Fraser - Cascade",2014,"T",17798
79,"Cowichan Valley",2014,"T",72300
81,"Fort Nelson",2014,"T",5784
82,"Coast Mountains",2014,"T",35778
83,"Okanagan - Shuswap",2014,"T",55115
84,"Vancouver Island West",2014,"T",2213
85,"Vancouver Island North",2014,"T",11772
87,"Stikine",2014,"T",2077
91,"Nechako Lakes",2014,"T",23927
92,"Nisga'a",2014,"T",1917
5,"Southeast Kootenay",2015,"T",42804
6,"Rocky Mountain",2015,"T",26097
8,"Kootenay Lake",2015,"T",42466
10,"Arrow Lakes",2015,"T",4617
19,"Revelstoke",2015,"T",8315
20,"Kootenay-Columbia",2015,"T",34259
22,"Vernon",2015,"T",68290
23,"Central Okanagan",2015,"T",197520
27,"Cariboo - Chilcotin",2015,"T",40355
28,"Quesnel",2015,"T",24179
33,"Chilliwack",2015,"T",96189
34,"Abbotsford",2015,"T",145674
35,"Langley",2015,"T",145896
36,"Surrey",2015,"T",546511
37,"Delta",2015,"T",107714
38,"Richmond",2015,"T",202703
39,"Vancouver",2015,"T",670252
40,"New Westminster",2015,"T",72309
41,"Burnaby",2015,"T",242400
42,"Maple Ridge-Pitt Meadows",2015,"T",102424
43,"Coquitlam",2015,"T",241935
44,"North Vancouver",2015,"T",146188
45,"West Vancouver",2015,"T",52420
46,"Sunshine Coast",2015,"T",31022
47,"Powell River",2015,"T",20398
48,"Sea to Sky",2015,"T",38690
49,"Central Coast",2015,"T",3418
50,"Haida Qwaii/Queen Charlotte",2015,"T",4395
51,"Boundary",2015,"T",12475
52,"Prince Rupert",2015,"T",14469
53,"Okanagan Similkameen",2015,"T",24978
54,"Bulkley Valley",2015,"T",16120
57,"Prince George",2015,"T",98070
58,"Nicola - Similkameen",2015,"T",16193
59,"Peace River South",2015,"T",28286
60,"Peace River North",2015,"T",38194
61,"Greater Victoria",2015,"T",233980
62,"Sooke",2015,"T",78373
63,"Saanich",2015,"T",66953
64,"Gulf Islands",2015,"T",15588
67,"Okanagan Skaha",2015,"T",55663
68,"Nanaimo-Ladysmith",2015,"T",122996
69,"Qualicum",2015,"T",48094
70,"Alberni",2015,"T",31887
71,"Comox Valley",2015,"T",68074
72,"Campbell River",2015,"T",44005
73,"Kamloops/Thompson",2015,"T",117793
74,"Gold Trail",2015,"T",11138
75,"Mission",2015,"T",43409
78,"Fraser - Cascade",2015,"T",18226
79,"Cowichan Valley",2015,"T",73539
81,"Fort Nelson",2015,"T",5725
82,"Coast Mountains",2015,"T",35780
83,"Okanagan - Shuswap",2015,"T",55458
84,"Vancouver Island West",2015,"T",2185
85,"Vancouver Island North",2015,"T",11652
87,"Stikine",2015,"T",2110
91,"Nechako Lakes",2015,"T",23599
92,"Nisga'a",2015,"T",1936
5,"Southeast Kootenay",2016,"T",43289
6,"Rocky Mountain",2016,"T",26650
8,"Kootenay Lake",2016,"T",42970
10,"Arrow Lakes",2016,"T",4745
19,"Revelstoke",2016,"T",8460
20,"Kootenay-Columbia",2016,"T",34499
22,"Vernon",2016,"T",69310
23,"Central Okanagan",2016,"T",200941
27,"Cariboo - Chilcotin",2016,"T",40714
28,"Quesnel",2016,"T",24406
33,"Chilliwack",2016,"T",97863
34,"Abbotsford",2016,"T",147982
35,"Langley",2016,"T",150236
36,"Surrey",2016,"T",562672
37,"Delta",2016,"T",108687
38,"Richmond",2016,"T",207640
39,"Vancouver",2016,"T",679567
40,"New Westminster",2016,"T",74175
41,"Burnaby",2016,"T",243880
42,"Maple Ridge-Pitt Meadows",2016,"T",105644
43,"Coquitlam",2016,"T",245423
44,"North Vancouver",2016,"T",148047
45,"West Vancouver",2016,"T",52868
46,"Sunshine Coast",2016,"T",31300
47,"Powell River",2016,"T",20545
48,"Sea to Sky",2016,"T",39753
49,"Central Coast",2016,"T",3483
50,"Haida Qwaii/Queen Charlotte",2016,"T",4388
51,"Boundary",2016,"T",12602
52,"Prince Rupert",2016,"T",14587
53,"Okanagan Similkameen",2016,"T",25151
54,"Bulkley Valley",2016,"T",16066
57,"Prince George",2016,"T",98707
58,"Nicola - Similkameen",2016,"T",16322
59,"Peace River South",2016,"T",27985
60,"Peace River North",2016,"T",37752
61,"Greater Victoria",2016,"T",238202
62,"Sooke",2016,"T",81038
63,"Saanich",2016,"T",67802
64,"Gulf Islands",2016,"T",15970
67,"Okanagan Skaha",2016,"T",56602
68,"Nanaimo-Ladysmith",2016,"T",126350
69,"Qualicum",2016,"T",49229
70,"Alberni",2016,"T",32305
71,"Comox Valley",2016,"T",69484
72,"Campbell River",2016,"T",44461
73,"Kamloops/Thompson",2016,"T",119694
74,"Gold Trail",2016,"T",11166
75,"Mission",2016,"T",45081
78,"Fraser - Cascade",2016,"T",18704
79,"Cowichan Valley",2016,"T",75006
81,"Fort Nelson",2016,"T",5632
82,"Coast Mountains",2016,"T",35717
83,"Okanagan - Shuswap",2016,"T",56238
84,"Vancouver Island West",2016,"T",2197
85,"Vancouver Island North",2016,"T",11501
87,"Stikine",2016,"T",2103
91,"Nechako Lakes",2016,"T",23519
92,"Nisga'a",2016,"T",1940
5,"Southeast Kootenay",2017,"T",43598
6,"Rocky Mountain",2017,"T",26991
8,"Kootenay Lake",2017,"T",43332
10,"Arrow Lakes",2017,"T",4685
19,"Revelstoke",2017,"T",8630
20,"Kootenay-Columbia",2017,"T",34645
22,"Vernon",2017,"T",70410
23,"Central Okanagan",2017,"T",208229
27,"Cariboo - Chilcotin",2017,"T",40948
28,"Quesnel",2017,"T",24231
33,"Chilliwack",2017,"T",99747
34,"Abbotsford",2017,"T",151675
35,"Langley",2017,"T",154322
36,"Surrey",2017,"T",577281
37,"Delta",2017,"T",108268
38,"Richmond",2017,"T",208499
39,"Vancouver",2017,"T",688495
40,"New Westminster",2017,"T",76285
41,"Burnaby",2017,"T",246206
42,"Maple Ridge-Pitt Meadows",2017,"T",108636
43,"Coquitlam",2017,"T",248133
44,"North Vancouver",2017,"T",148526
45,"West Vancouver",2017,"T",52274
46,"Sunshine Coast",2017,"T",31268
47,"Powell River",2017,"T",20445
48,"Sea to Sky",2017,"T",42427
49,"Central Coast",2017,"T",3484
50,"Haida Qwaii/Queen Charlotte",2017,"T",4439
51,"Boundary",2017,"T",12567
52,"Prince Rupert",2017,"T",14692
53,"Okanagan Similkameen",2017,"T",25538
54,"Bulkley Valley",2017,"T",16120
57,"Prince George",2017,"T",100213
58,"Nicola - Similkameen",2017,"T",16295
59,"Peace River South",2017,"T",28123
60,"Peace River North",2017,"T",38062
61,"Greater Victoria",2017,"T",239224
62,"Sooke",2017,"T",83674
63,"Saanich",2017,"T",67894
64,"Gulf Islands",2017,"T",15889
67,"Okanagan Skaha",2017,"T",56732
68,"Nanaimo-Ladysmith",2017,"T",128489
69,"Qualicum",2017,"T",49324
70,"Alberni",2017,"T",32579
71,"Comox Valley",2017,"T",70267
72,"Campbell River",2017,"T",45058
73,"Kamloops/Thompson",2017,"T",121735
74,"Gold Trail",2017,"T",11251
75,"Mission",2017,"T",46315
78,"Fraser - Cascade",2017,"T",18930
79,"Cowichan Valley",2017,"T",75466
81,"Fort Nelson",2017,"T",5360
82,"Coast Mountains",2017,"T",35601
83,"Okanagan - Shuswap",2017,"T",56781
84,"Vancouver Island West",2017,"T",2203
85,"Vancouver Island North",2017,"T",11512
87,"Stikine",2017,"T",2106
91,"Nechako Lakes",2017,"T",23333
92,"Nisga'a",2017,"T",1942
5,"Southeast Kootenay",2018,"T",44130
6,"Rocky Mountain",2018,"T",27427
8,"Kootenay Lake",2018,"T",43715
10,"Arrow Lakes",2018,"T",4732
19,"Revelstoke",2018,"T",8791
20,"Kootenay-Columbia",2018,"T",35115
22,"Vernon",2018,"T",71275
23,"Central Okanagan",2018,"T",213580
27,"Cariboo - Chilcotin",2018,"T",41222
28,"Quesnel",2018,"T",24398
33,"Chilliwack",2018,"T",102484
34,"Abbotsford",2018,"T",155950
35,"Langley",2018,"T",157597
36,"Surrey",2018,"T",590825
37,"Delta",2018,"T",109864
38,"Richmond",2018,"T",210808
39,"Vancouver",2018,"T",697376
40,"New Westminster",2018,"T",78290
41,"Burnaby",2018,"T",249676
42,"Maple Ridge-Pitt Meadows",2018,"T",111089
43,"Coquitlam",2018,"T",250617
44,"North Vancouver",2018,"T",150022
45,"West Vancouver",2018,"T",52440
46,"Sunshine Coast",2018,"T",31551
47,"Powell River",2018,"T",20588
48,"Sea to Sky",2018,"T",43031
49,"Central Coast",2018,"T",3523
50,"Haida Qwaii/Queen Charlotte",2018,"T",4477
51,"Boundary",2018,"T",12685
52,"Prince Rupert",2018,"T",14748
53,"Okanagan Similkameen",2018,"T",25962
54,"Bulkley Valley",2018,"T",16164
57,"Prince George",2018,"T",101951
58,"Nicola - Similkameen",2018,"T",16600
59,"Peace River South",2018,"T",28270
60,"Peace River North",2018,"T",38483
61,"Greater Victoria",2018,"T",241927
62,"Sooke",2018,"T",86244
63,"Saanich",2018,"T",68676
64,"Gulf Islands",2018,"T",16168
67,"Okanagan Skaha",2018,"T",57730
68,"Nanaimo-Ladysmith",2018,"T",130881
69,"Qualicum",2018,"T",49845
70,"Alberni",2018,"T",32978
71,"Comox Valley",2018,"T",71525
72,"Campbell River",2018,"T",45940
73,"Kamloops/Thompson",2018,"T",125037
74,"Gold Trail",2018,"T",11250
75,"Mission",2018,"T",47121
78,"Fraser - Cascade",2018,"T",19416
79,"Cowichan Valley",2018,"T",76524
81,"Fort Nelson",2018,"T",5161
82,"Coast Mountains",2018,"T",35834
83,"Okanagan - Shuswap",2018,"T",57617
84,"Vancouver Island West",2018,"T",2220
85,"Vancouver Island North",2018,"T",11615
87,"Stikine",2018,"T",2092
91,"Nechako Lakes",2018,"T",23327
92,"Nisga'a",2018,"T",1892
5,"Southeast Kootenay",2019,"T",44719
6,"Rocky Mountain",2019,"T",27923
8,"Kootenay Lake",2019,"T",44024
10,"Arrow Lakes",2019,"T",4738
19,"Revelstoke",2019,"T",9052
20,"Kootenay-Columbia",2019,"T",35399
22,"Vernon",2019,"T",72238
23,"Central Okanagan",2019,"T",218200
27,"Cariboo - Chilcotin",2019,"T",41394
28,"Quesnel",2019,"T",24446
33,"Chilliwack",2019,"T",104075
34,"Abbotsford",2019,"T",160043
35,"Langley",2019,"T",159744
36,"Surrey",2019,"T",607733
37,"Delta",2019,"T",111121
38,"Richmond",2019,"T",213679
39,"Vancouver",2019,"T",711708
40,"New Westminster",2019,"T",80292
41,"Burnaby",2019,"T",254289
42,"Maple Ridge-Pitt Meadows",2019,"T",111536
43,"Coquitlam",2019,"T",252770
44,"North Vancouver",2019,"T",151143
45,"West Vancouver",2019,"T",52792
46,"Sunshine Coast",2019,"T",31681
47,"Powell River",2019,"T",20687
48,"Sea to Sky",2019,"T",43185
49,"Central Coast",2019,"T",3534
50,"Haida Qwaii/Queen Charlotte",2019,"T",4504
51,"Boundary",2019,"T",12706
52,"Prince Rupert",2019,"T",14767
53,"Okanagan Similkameen",2019,"T",26411
54,"Bulkley Valley",2019,"T",16267
57,"Prince George",2019,"T",103126
58,"Nicola - Similkameen",2019,"T",16817
59,"Peace River South",2019,"T",28359
60,"Peace River North",2019,"T",38761
61,"Greater Victoria",2019,"T",245704
62,"Sooke",2019,"T",88462
63,"Saanich",2019,"T",69293
64,"Gulf Islands",2019,"T",16393
67,"Okanagan Skaha",2019,"T",58153
68,"Nanaimo-Ladysmith",2019,"T",133118
69,"Qualicum",2019,"T",50373
70,"Alberni",2019,"T",33466
71,"Comox Valley",2019,"T",72686
72,"Campbell River",2019,"T",46463
73,"Kamloops/Thompson",2019,"T",126678
74,"Gold Trail",2019,"T",11206
75,"Mission",2019,"T",47664
78,"Fraser - Cascade",2019,"T",19635
79,"Cowichan Valley",2019,"T",77110
81,"Fort Nelson",2019,"T",5077
82,"Coast Mountains",2019,"T",36169
83,"Okanagan - Shuswap",2019,"T",58132
84,"Vancouver Island West",2019,"T",2264
85,"Vancouver Island North",2019,"T",11711
87,"Stikine",2019,"T",2077
91,"Nechako Lakes",2019,"T",23314
92,"Nisga'a",2019,"T",1944
5,"Southeast Kootenay",2020,"T",45029
6,"Rocky Mountain",2020,"T",28380
8,"Kootenay Lake",2020,"T",44269
10,"Arrow Lakes",2020,"T",4828
19,"Revelstoke",2020,"T",9347
20,"Kootenay-Columbia",2020,"T",35525
22,"Vernon",2020,"T",73273
23,"Central Okanagan",2020,"T",222492
27,"Cariboo - Chilcotin",2020,"T",41554
28,"Quesnel",2020,"T",24486
33,"Chilliwack",2020,"T",105862
34,"Abbotsford",2020,"T",161912
35,"Langley",2020,"T",161725
36,"Surrey",2020,"T",619783
37,"Delta",2020,"T",112259
38,"Richmond",2020,"T",216045
39,"Vancouver",2020,"T",716827
40,"New Westminster",2020,"T",82590
41,"Burnaby",2020,"T",257926
42,"Maple Ridge-Pitt Meadows",2020,"T",111502
43,"Coquitlam",2020,"T",254583
44,"North Vancouver",2020,"T",151962
45,"West Vancouver",2020,"T",52489
46,"Sunshine Coast",2020,"T",31723
47,"Powell River",2020,"T",20802
48,"Sea to Sky",2020,"T",43333
49,"Central Coast",2020,"T",3551
50,"Haida Qwaii/Queen Charlotte",2020,"T",4613
51,"Boundary",2020,"T",12785
52,"Prince Rupert",2020,"T",14846
53,"Okanagan Similkameen",2020,"T",26583
54,"Bulkley Valley",2020,"T",16414
57,"Prince George",2020,"T",103990
58,"Nicola - Similkameen",2020,"T",17003
59,"Peace River South",2020,"T",28250
60,"Peace River North",2020,"T",39019
61,"Greater Victoria",2020,"T",247704
62,"Sooke",2020,"T",91492
63,"Saanich",2020,"T",70124
64,"Gulf Islands",2020,"T",16184
67,"Okanagan Skaha",2020,"T",58638
68,"Nanaimo-Ladysmith",2020,"T",134515
69,"Qualicum",2020,"T",50979
70,"Alberni",2020,"T",33885
